         * /home/mihirrana620/desktop/mihir_sr_latch/mihir_sr_latch.cir
         Transient Analysis  Sat Mar  5 06:18:37  2022
--------------------------------------------------------------------------------
Index   time            a3#branch_1_0   a3#branch_1_1   v1#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1	1.000000e-06	0.000000e+00	0.000000e+00	0.000000e+00	
2	2.000000e-06	0.000000e+00	0.000000e+00	0.000000e+00	
3	4.000000e-06	0.000000e+00	0.000000e+00	0.000000e+00	
4	8.000000e-06	0.000000e+00	0.000000e+00	0.000000e+00	
5	1.600000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
6	3.200000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
7	6.400000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
8	1.000000e-04	0.000000e+00	0.000000e+00	0.000000e+00	
9	1.064000e-04	0.000000e+00	-1.11022e-16	0.000000e+00	
10	1.192000e-04	0.000000e+00	-1.11022e-16	0.000000e+00	
11	1.448000e-04	0.000000e+00	-5.55112e-17	0.000000e+00	
12	1.960000e-04	0.000000e+00	-2.77556e-17	0.000000e+00	
13	2.000000e-04	0.000000e+00	-4.44089e-16	0.000000e+00	
14	2.080000e-04	0.000000e+00	-1.11022e-16	0.000000e+00	
15	2.240000e-04	0.000000e+00	-1.11022e-16	0.000000e+00	
16	2.560000e-04	0.000000e+00	-5.55112e-17	0.000000e+00	
17	3.200000e-04	0.000000e+00	-2.77556e-17	0.000000e+00	
18	4.480000e-04	0.000000e+00	-1.38778e-17	0.000000e+00	
19	7.040000e-04	0.000000e+00	-6.93889e-18	0.000000e+00	
20	1.216000e-03	0.000000e+00	-3.46945e-18	0.000000e+00	
21	2.240000e-03	0.000000e+00	-1.73472e-18	0.000000e+00	
22	4.288000e-03	0.000000e+00	-8.67362e-19	0.000000e+00	
23	8.384000e-03	0.000000e+00	-4.33681e-19	0.000000e+00	
24	1.657600e-02	0.000000e+00	-2.16840e-19	0.000000e+00	
25	2.657600e-02	0.000000e+00	0.000000e+00	0.000000e+00	
26	3.657600e-02	0.000000e+00	0.000000e+00	0.000000e+00	
27	4.657600e-02	0.000000e+00	0.000000e+00	0.000000e+00	
28	5.657600e-02	0.000000e+00	0.000000e+00	0.000000e+00	
29	6.657600e-02	0.000000e+00	0.000000e+00	0.000000e+00	
30	7.657600e-02	0.000000e+00	0.000000e+00	0.000000e+00	
31	8.657600e-02	0.000000e+00	0.000000e+00	0.000000e+00	
32	9.657600e-02	0.000000e+00	0.000000e+00	0.000000e+00	
33	1.065760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
34	1.165760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
35	1.265760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
36	1.365760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
37	1.465760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
38	1.565760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
39	1.665760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
40	1.765760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
41	1.865760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
42	1.965760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
43	2.065760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
44	2.165760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
45	2.265760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
46	2.365760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
47	2.465760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
48	2.565760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
49	2.665760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
50	2.765760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
51	2.865760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
52	2.965760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
53	3.065760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
54	3.165760e-01	0.000000e+00	0.000000e+00	0.000000e+00	

Index   time            a3#branch_1_0   a3#branch_1_1   v1#branch       
--------------------------------------------------------------------------------
55	3.265760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
56	3.365760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
57	3.465760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
58	3.565760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
59	3.665760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
60	3.765760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
61	3.865760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
62	3.965760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
63	4.065760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
64	4.165760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
65	4.265760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
66	4.365760e-01	0.000000e+00	0.000000e+00	0.000000e+00	
